Region,Facility,Tier,Latitude
Ashanti,MADONNA HEALTH SERVICE,3,7.40801
Ashanti,KEFFAM HEALTH SERVICES,3,7.40801
Ashanti,EMENA DIAGNOSTIC CENTER,3,7.40801
Ashanti,METRO HEALTH SERVICES,3,7.40801
Ashanti,KWAKWA AMPADU MEMORIAL,3,7.40801
Ashanti,AYIWA MEMORIAL MAT. HOME,3,7.40801
Ashanti,COMFORT MAT HOME,3,7.40801
Ashanti,EYE AWURADE MAT HOME,3,7.40801
Ashanti,ST JOHN'S ASEMPA,3,7.40801
Ashanti,DIVINE MERCY HEALTH SERVICE,3,7.40801
Ashanti,SIS PHILLIPAH MAT HOME,3,7.40801
Ashanti,NANA AFUA KOBI,3,7.40801
Ashanti,TRINITY HEALTH CARE,3,7.40801
Ashanti,MAJERO MATETRNITY,3,7.40801
Ashanti,GOD IS ABLE SEPAASE,3,7.40801
Ashanti,HUTTEL HEALTH & DEVELOPMENT,3,7.40801
Ashanti,JILF HEALTH SERVICES,3,7.40801
Ashanti,OPENGATES HEALTH SERVICES,3,7.40801
Ashanti,RIGHT CARE HEALTH SERVICES LTD,3,7.40801
Ashanti,VIBRO MATERNITYU HOME,3,7.40801
Ashanti,HANDS OF GOD HEALTH SERVICES,3,7.40801
Ashanti,ST PETERS HEALTH CARE,3,7.40801
Ashanti,GLORYLINE DENTAL SERVICES,3,7.40801
Ashanti,ST MICHEAL'S HOSPITAL-PRAMSO,3,7.40801
Ashanti,SAQS HEALTHCARE SERVICES,3,7.40801
Ashanti,FOUNDATION HUMAN NUTURE,3,7.40801
Ashanti,DIVINE NETCARE HOSPITAL-KRONOM KYERASE,3,7.40801
Ashanti,AHWENE MEMPRIAL HOSPITAL-BEKWAI,3,7.40801
Ashanti,STRONG EYE CARE-ANLOGA JUNCTION OFORIKROM,3,7.40801
Ashanti,ASHANTI HOME MEDICARE PLUS,3,7.40801
Ashanti,RODS & CONES OPTICAL AND EYE CARE SERVICES,3,7.40801
Ashanti,NEWHORNS CONSULT LIMITED,3,7.40801
Greater Accra,KEMET HOSPITAL,2,7.40801
Greater Accra,TRINITY COMMUNITY HOSPITAL,2,7.40801
Greater Accra,ANTHON MEMORIAL HOSPITAL,2,7.40801
Greater Accra,MAXCURE HOSPITAL LIMITED,2,7.40801
Greater Accra,SPINTEX COMMUNITY HOSPITAL,2,7.40801
Greater Accra,AMOAH MEMORIAL HOSPITAL,2,7.40801
Greater Accra,DOVCAT FAMILY HOSPITAL,2,7.40801
Greater Accra,MEDIFEM WOMEN'S SPECIALIST HOSPITAL,2,7.40801
Greater Accra,OTOBIA MEMORIAL HOSPITAL,2,7.40801
Greater Accra,SUPREME TRUST COMMUNITY HOSPITAL,2,7.40801
Greater Accra,BARNOR MEMORIAL HOSPITAL,2,7.40801
Greater Accra,DANGME COMMUNITY HOSPITAL,2,7.40801
Greater Accra,GENERAL FAMILY HOSPITAL,2,7.40801
Greater Accra,THE ROCK HOSPITAL,2,7.40801
Greater Accra,TEMA WOMEN'S HOSPITAL,2,7.40801
Greater Accra,EDEN FAMILY HOSPITAL (ANNEX),2,7.40801
Greater Accra,PROTOCOL HOSPITAL,2,7.40801
Greater Accra,FAMILY HEALTH HOSPITAL,2,7.40801
Greater Accra,GREATER GRACE HOSPITAL,2,7.40801
Greater Accra,AFENYO MEMORIAL HOSPITAL,2,7.40801
Greater Accra,OBENFO HOSPITAL,2,7.40801
Greater Accra,MARY LUCY HOSPITAL,2,7.40801
Greater Accra,OPOKU WARE HOSPITAL,2,7.40801
Greater Accra,C & J MEDICARE HOSPITAL,2,7.40801
Greater Accra,SAPE AGBO MEMORIAL HOSPITAL,2,7.40801
Greater Accra,ROYAL MMR HOSPITAL,2,7.40801
Greater Accra,DEL INTERNATIONAL HOSPITAL,2,7.40801
Greater Accra,ASARE ODEI HOSPITAL,2,7.40801
Greater Accra,OAK STREET HOSPITAL,2,7.40801
Greater Accra,NADELA HOSPITAL,2,7.40801
Greater Accra,BEMUAH ROYAL HOSPITAL,2,7.40801
Greater Accra,EMMANUEL COMMUNITY HOSPITAL,2,7.40801
Greater Accra,LAPAZ COMMUNITY HOSPITAL ANEX,2,7.40801
Greater Accra,GAILEA HOSPITAL,2,7.40801
Greater Accra,LUCY MEMORIAL HOSPITAL,2,7.40801
Greater Accra,NORTH LEGON HOSPITAL,2,7.40801
Greater Accra,ZEBA EYE HOSPITAL,2,7.40801
Greater Accra,YEBOAH HOSPITAL,2,7.40801
Greater Accra,INTERNATIONAL MARITIME HOSPITAL,2,7.40801
Greater Accra,AIRPORT WOMEN HOSPITAL,2,7.40801
Greater Accra,HOLY DOVE HOSPITAL,2,7.40801
Greater Accra,THE ROCK HOSPITAL ANNEX,2,7.40801
Greater Accra,GENERA FAMILY HOSPITAL ANEX (ASHIAIMAN),2,7.40801
Greater Accra,ASHAIMAN CIMMUNITY HOSPITAL,2,7.40801
Greater Accra,LAPAZ COMMUNITY HOSPITAL,2,7.40801
Greater Accra,HOLY CARE SPECIALIST HOSPITAL,2,7.40801
Greater Accra,THE COMMUNITY HOSPITAL ASHONGMAN,2,7.40801
Greater Accra,PENTECOST HOSPITAL,2,7.40801
Greater Accra,BENGALI HOSPITAL COMPANY LIMITED,2,7.40801
Greater Accra,GENERAL FAMILY HOSPITAL,2,7.40801
Greater Accra,MAB INTERNATIONAL HOSPITAL,2,7.40801
Greater Accra,KING DAVID HOSPITAL,2,7.40801
Greater Accra,GRACE MEMORIAL HOSPITAL,2,7.40801
Greater Accra,DESERT HOSPITAL,2,7.40801
Greater Accra,SHUKURA COMMUNITY HOSPITAL,2,7.40801
Greater Accra,BETHEL HOSPITAL,2,7.40801
Greater Accra,SINEL SPECIALIST HOSPITAL,2,7.40801
Greater Accra,VICOM SPECIALIST HOSPITAL,2,7.40801
Greater Accra,DORA MEMORIAL HOSPITAL,2,7.40801
Greater Accra,LISTER HOSPITAL,2,7.40801
Greater Accra,SAM-J SPECIALIST HOSPITAL,2,7.40801
Greater Accra,JUBAIL SPECIALIST HOSPITAL,2,7.40801
Greater Accra,SAKUMONO COMMUNITY HOSPITAL,2,7.40801
Greater Accra,ESIDEM HOSPITAL,2,7.40801
Greater Accra,FATHER GRAHAM HOSPITAL,2,7.40801
Greater Accra,ST JOHNS GENERAL HOSPITAL LTD,2,7.40801
Greater Accra,LIGHTHOUSE MISSION HOSPITAL,2,7.40801
Greater Accra,NARH - BITA HOSPITAL,2,7.40801
Greater Accra,ABA HOSPITAL TARKWA,2,7.40801
Greater Accra,URGENT CARE HOSPITAL,2,7.40801
Greater Accra,A & M MEMORIAL HOSPITAL,2,7.40801
Greater Accra,DANGME WEST HOSPITAL COMPLEX,2,7.40801
Greater Accra,OBAATANPA WOMEN'S HOSPITAL,2,7.40801
Greater Accra,37 MILITARY HOSPITAL,2,7.40801
Greater Accra,ST BERNARD FAMILY HOSPITAL,2,7.40801
Greater Accra,SKYVIEW HOSPITAL,2,7.40801
Greater Accra,AIRPORT WOMEN'S HOSPITAL - ADENTA,2,7.40801
Greater Accra,MOUNTAIN VIEW COMMUNITY HOSPITAL,2,7.40801
Greater Accra,GREEN LAWN HOSPITAL LIMITED,2,7.40801
Greater Accra,C & J MEDICARE HOSPITAL & DIAGNOSTIC CENTRE-LASHIBI,2,7.40801
Greater Accra,FENING CLINIC,3,7.40801
Greater Accra,NEW CRYSTAL,3,7.40801
Greater Accra,NEW CRYSTAL SSERVICES KAKASUNAKA,3,7.40801
Greater Accra,ADONAI MATERNITY HOME AND CLINIC,3,7.40801
Greater Accra,DENTOC DENTAL CLINIC,3,7.40801
Greater Accra,HAMM'S CLINIC,3,7.40801
Greater Accra,EDUMAH MEMORIAL HEALTH CENTRE,3,7.40801
Greater Accra,FZ SAFETY AND HEALTH CENTRE,3,7.40801
Greater Accra,BLOOMINGDALE MEDICAL CENTRE,3,7.40801
Greater Accra,PRIME CARE MEDICAL SERVICES LIMITED,3,7.40801
Greater Accra,ADWOA BOATEMAA MEMORIAL CLINIC,3,7.40801
Greater Accra,PRILWAY SPECIALIST CLINIC,3,7.40801
Greater Accra,ARMAH MEMORIAL HEALTH CARE,3,7.40801
Greater Accra,SONA TECH MEDICAL AND DIAGNOSTIC CENTRE,3,7.40801
Greater Accra,TOTAL HOUSE CLINIC A & C MALL,3,7.40801
Greater Accra,ACCRA POLYTECNIC CLINIC,3,7.40801
Greater Accra,ASANTEWAA'S MATERNITY HOME,3,7.40801
Greater Accra,AKAI HOUSE CLINIC,3,7.40801
Greater Accra,FAMILY MATERNITY AND CLINIC,3,7.40801
Greater Accra,NEW CRYSTAL HEALTH SERVICES Adjei-Kojo Tema,3,7.40801
Greater Accra,MODERN CARE CLINIC LIMITED,3,7.40801
Greater Accra,EASTWING CLINIC LIMITED,3,7.40801
Greater Accra,COMMUNITY CLINIC & CHEMIST LIMITED,3,7.40801
Greater Accra,GIESABI MATERNITY HOME,3,7.40801
Greater Accra,LEMOND MEDICAL CENTRE,3,7.40801
Greater Accra,BANK OF GHANA,3,7.40801
Greater Accra,ASHESI UNIVERSITY HEALTH CENTRE,3,7.40801
Greater Accra,ARK CLINIC,3,7.40801
Greater Accra,STEPHEN BREEN MEMORIAL CLINIC,3,7.40801
Greater Accra,THE COMMUNITY SPECIALIST MEDICAL CENTRE,3,7.40801
Greater Accra,ACCRA KIDNEY CLINIC LIMITED,3,7.40801
Greater Accra,ST. MINA'S CLINIC,3,7.40801
Greater Accra,AL - AYAR CLINIC and MATERNITY HOME,3,7.40801
Greater Accra,MALWIN MEDICAL AND DENTAL CENTRE,3,7.40801
Greater Accra,FRANKLYN MEDICAL SERVICES,3,7.40801
Greater Accra,AHAMADIYA MUSLIM HEALTH SERVICES,3,7.40801
Greater Accra,ALL FAITH MEDICAL CLINIC,3,7.40801
Greater Accra,BOSWAN HEALTH CLINIC,3,7.40801
Greater Accra,GLADGABE MATERNITY HOME,3,7.40801
Greater Accra,MEDINET CARE INTERNATIONAL,3,7.40801
Greater Accra,QUANTUM TOTAL WELLNESS CENTRE,3,7.40801
Greater Accra,SPEED CLINIC,3,7.40801
Greater Accra,OPTIMUM MEDICAL CLINIC,3,7.40801
